NPSN,Name,Level,Status,Location,Subdistrict,City,Province,Link
69961548,KB. Wildan,KB,SWASTA,Jl. Trans,Bungayo Kec. Togean,Kab. Tojo Una-Una,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C167CB3-7413-4505-A3C0-42884BB6DB69
69780966,KB CITA ISLAM,KB,SWASTA,KARANGJATI,KARANGJATI Kec. Kemranjen,Kab. Banyumas,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCC91EFC-F328-460B-AEEB-4288DCCCD05F
69960388,KB KHADIJAH,KB,SWASTA,Jl.A.Yani No.2-4,Wonokromo Kec. Wonokromo,Kota Surabaya,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F6183CC-B161-4182-B60D-428AF84CBB1D
69907069,SPS Sta Lusia,KB,SWASTA,Leda,Golo Dukal Kec. Langke Rembong,Kab. Manggarai,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBCF18B9-A01C-4011-8849-428AFDAA0EEB
69932134,KB MUTIARA CENDANA,KB,SWASTA,DESA TANJUNGSEKAR,Tanjungsekar Kec. Pucakwangi,Kab. Pati,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC075228-4AE0-46E8-B14A-428B4D425081
69876747,KB AL MUNAJAT,KB,SWASTA,Kp. Ciwarulang,Nagaratengah Kec. Cineam,Kab. Tasikmalaya,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1348A582-7939-45FE-AD2E-428C92C07CAF
69890410,KB TALITAKUM,KB,SWASTA,DEKOPIRA,- Kec. Pantar Timur,Kab. Alor,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/944F578D-6E61-4C33-ABCB-428E0F0FAA5F
69870305,KB AL-KAHFI,KB,SWASTA,Jl. Jiwa Besar No. 27,Tuguraja Kec. Cihideung,Kota Tasikmalaya,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA3D47EA-18AE-413B-8A8A-428E594E4B52
69784799,KOBER MELATI,KB,SWASTA,MANGUNJAYA RT 006 RW 001,DESA MANGUNJAYA KEC. MANGUNJAYA,Kab. Pangandaran,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3892ECAA-6BC7-4474-9354-42914D265A0C
69818976,KB SUN KIDS,KB,SWASTA,JL BUKSULING NO 5,SIDOREJO LOR Kec. Sidorejo,Kota Salatiga,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5030AA46-19ED-4784-A8B4-4291B6FC86F8
70013296,KB CORE KIDS SCHOOL SANG TIMUR,KB,SWASTA,Jl Tampomas 13 Pondok Molek,Jatiwaringin Kec. Pondokgede,Kota Bekasi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4C312E62-0CCC-47FF-86E6-429304F98A81
69821299,KOBER ASY-SYIFA,KB,SWASTA,Kp. Sodong,PAMEUTINGAN Kec. Cipatujah,Kab. Tasikmalaya,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5604A10-39EC-424A-9599-429376C41B50
69792011,KB HAMZAH,KB,SWASTA,DUSUN KASTURI RT.02,Sungai Serindit Kec. Pengabuan,Kab. Tanjung Jabung Barat,Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/772E9FE2-906B-4C16-86B4-4295591CC846
69910834,KB CERIA ABADI TANETE,KB,SWASTA,JL. Massamaturu Dusun Bola Padang,Tanete Kec. Maiwa,Kab. Enrekang,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAC49ACD-D237-4A17-A7F2-42956BEEC027
69844357,KB MUTA ALLIMIN,KB,SWASTA,JL. T. UMAR NO. 1 RANTAUPRAPAT,Siringo-Ringo Kec. Rantau Utara,Kab. Labuhan Batu,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CEF8A17-3857-4776-9F1C-429782607034
69867728,KB PETRA,KB,SWASTA,GEREJA KANTOR KONSISTORI HKBP SUKARAMAI ...,SEI PENGGANTUNGAN Kec. Panai Hilir,Kab. Labuhan Batu,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66E40BD7-8E25-42F7-BB22-4297D0AC47E9
70000318,KB DARUL HUDA,KB,SWASTA,Dusun Menemeng,MENEMENG Kec. Pringgarata,Kab. Lombok Tengah,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E47438A-F280-4D4F-A661-4297D3CA8BB8
69905503,Paud Satria Mandiri,KB,SWASTA,Desa Balitata Kec. Gane Barat,Balitata Kec. Gane Barat,Kab. Halmahera Selatan,Maluku Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D678526E-DAF9-4BD1-8E8A-4299168DB7B6
70004880,KB TERATAI,KB,SWASTA,Kp.Bakung RT.01/04,Karangpatri Kec. Pebayuran,Kab. Bekasi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88DD226D-CE90-497B-A80F-4299880FD2BD
69777125,KB NURUL MUBIN,KB,SWASTA,"Jln. Bondowoso, Dsn. Krajan Barat, RT. 0...",Suger Kidul Kec. Jelbuk,Kab. Jember,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1222AD2A-99A7-4259-BC09-4299F91DFE0B
69953796,PAUD PELITA HATI,KB,SWASTA,Dusun Dungendek,Tlontoraja Kec. Pasean,Kab. Pamekasan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A17C0A5-3C7F-4C81-BA7B-429A1BA085E6
69939548,PAUD DOS NI TAHI,KB,SWASTA,Desa Masundung Kecamatan Lumut,Masundung Kec. Lumut,Kab. Tapanuli Tengah,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27E76A1D-25C4-45D7-8623-429A25E0EC1E
69978102,KB HARAPAN BANGSA,KB,SWASTA,Jl. Labuan Pinang RT. 05 Dususn 2,Tanjung Mangkalihat Kec. Sandaran,Kab. Kutai Timur,Kalimantan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3D028F4-009F-44CB-B6D1-429A512DDE3C
70031618,KB ERELABBAYA,KB,SWASTA,Jl Poros Pelabuhan Para-Para,Ekatiro Kec. Bontotiro,Kab. Bulukumba,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3D04485-CDAF-4C84-81FB-429B23659AE4
69796916,KB AR ROHMAN,KB,SWASTA,JETIS RT. 02 RW. 07,Sumberagung Kec. Jatirejo,Kab. Mojokerto,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3352270B-3BDF-4CD6-84AA-429B3F58ABEB
69949884,KB MUARA KASIH,KB,SWASTA,DUSUN PETALING JAYA,Desa Beringin Kec. Talang Muandau,Kab. Bengkalis,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0376D858-0716-45BC-B974-429B65B9F0F7
69972376,KB. MANURUNG,KB,SWASTA,PASSUNAN,Sumarang Kec. Campalagian,Kab. Polewali Mandar,Sulawesi Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/907EA2EF-40F3-468B-9076-429B6B4010B0
69955372,PAUD DAARUL FIKRI NEGLASARI,KB,SWASTA,Kp. Garobog RT.001/001,Singabangsa Kec. Tenjo,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AEBFC78-D9B3-47EF-83DF-429D16736C46
69805162,KB PERMATA HATI,KB,SWASTA,Sudan Rt : 06 Rw ; 03 Tambakan Jogonalan...,Tambakan Kec. Jogonalan,Kab. Klaten,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0C7D73D-BF9C-48AD-9DFB-429DCBC8473D
69879540,KB AL MUAWANAH,KB,SWASTA,SINDANGLENGO RT. 12/02,CIBADAK Kec. Pabuaran,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1B84F1F-FDF8-40AD-A75F-429E8D8A95CE
69917630,KB KASIH BUNDA,KB,SWASTA,Desa Menganti,Menganti Kec. Menganti,Kab. Gresik,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD5373E2-CB6C-4B65-8CF9-42A14B6E95F5
69827501,KB ANNUR,KB,SWASTA,SUKARATA,Galudra Kec. Pondok Salam,Kab. Purwakarta,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A154F139-C92B-4F92-A721-42A15EE21E0A
69933066,MAWAR,KB,SWASTA,Jl. Kampung Ifale,Ifale / Ajau Kec. Sentani,Kab. Jayapura,Papua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53F7E7EB-358B-40CA-9B2C-42A454E7CC55
69939895,PAUD KB SASEPPE,KB,SWASTA,DUSUN LIMBONG,Limbong Kec. Kalumpang,Kab. Mamuju,Sulawesi Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90B28C1E-FEF5-402B-8E65-42A4641A5D1B
69839806,KB WISNU MURTI,KB,SWASTA,NGLENGKONG,GIRIPURWO Kec. Girimulyo,Kab. Kulon Progo,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFA95F3E-71E5-41B7-9FC8-42A642FD3813
69785668,KB TADIKA CERIA,KB,SWASTA,DUSUN KARYA UTAMA,Karya Tunggal Kec. Katibung,Kab. Lampung Selatan,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/77603BEA-FC62-4111-8784-42A64FF6B779
69926425,PAUD HIKMAH AULIA,KB,SWASTA,KP. KEKATUNG,Kekatung Kec. Dente Teladas,Kab. Tulang Bawang,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/833288B6-E3BD-43F0-AAEB-42A74DD155C0
69759541,KB AT BCAL-MUHYIDIN,KB,SWASTA,JATI,Pasir Biru Kec. Cibiru,Kota Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBF7A4F4-5876-456A-A584-42A75FB244B5
69869318,KB. NUSA INDAH,KB,SWASTA,Kp. Kambing RT 04/08,Karang Asem Timur Kec. Citeureup,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1C79BF4-BA3C-48F8-8539-42A7C483B25A
69972925,KB MANCALALAY WACI,KB,SWASTA,Jalan Raya Waci,Waci Kec. Maba Selatan,Kab. Halmahera Timur,Maluku Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48DC704E-1EB1-45C2-85C7-42A7F82EE369
69773821,KB TUNAS BANGSA DEKETAGUNG,KB,SWASTA,Deketagung,Deketagung Kec. Sugio,Kab. Lamongan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/68FA9928-32A1-470D-90AD-42A955301966
69914884,PAUD KARTINI PAMPANGAN,KB,SWASTA,Ds. Srimenang,Serimenang Kec. Pampangan,Kab. Ogan Komering Ilir,Sumatera Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10B91A15-3127-47AB-9D2C-42AA05558A36
69862858,KB BUMI EMAS,KB,SWASTA,DUSUN BALONG REJO,BUMI MAS Kec. Batanghari,Kab. Lampung Timur,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFE3D360-E593-4C96-9E4B-42AA2733A60D
69806838,TUNAS HARAPAN,KB,SWASTA,JL RAYA KEDAWUNG,Kedawung Kec. Kuripan,Kab. Probolinggo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AE8B553-FED5-441D-AD59-42AC423F67E0
69977078,KB BETEL SAUKIBE,KB,SWASTA,RT 003/RW 002,Saukibe Kec. Amfoang Barat Laut,Kab. Kupang,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24A1C534-B3AF-47D3-9BB7-42AC6718DBF5
69862747,KB AISYIYAH CABANG KUOK,KB,SWASTA,Ds. Kuok,Kuok Kec. Kuok,Kab. Kampar,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD2EB87E-7ADD-4D8C-B00D-42AEAFCF12F3
69995834,KB NURUL BARKAH,KB,SWASTA,KP. CILAMPAYAN RT. 01 RW. 12,Tanjungjaya Kec. Pakenjeng,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D78859F3-A654-4EDA-8F1E-42AF21712D17
69826917,KB AL-IKHLAS,KB,SWASTA,Kp. Cimalaka RT 01 RW 10,Sukamenak Kec. Wanaraja,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58924BB4-64E9-40B7-BA02-42AF266ED282
69987349,KB UBAT HATE MA,KB,SWASTA,Gampong Padang Bak Jeumpa,Padang Bak Jeumpa Kec. Tangan-Tangan,Kab. Aceh Barat Daya,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/523C53AD-3301-4C69-8485-42B270CF6F43
70029151,KB BISMILLAH,KB,SWASTA,Dusun Mungkik,SETUTA Kec. Janapria,Kab. Lombok Tengah,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9384908C-9865-472F-A023-42B3428BD8B9
69761314,KB. PERMATA HATI,KB,SWASTA,TANCAK KEMBAR DUSUN KERAJAN RT.03 RW.02,ARDISAENG Kec. Pakem,Kab. Bondowoso,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED536741-4F67-4FD5-A180-42B3BC8B443C
69946094,PAUD SONBUBUN OENAI,KB,SWASTA,"RT. 04, RW 02 DUSUN 1",Oenai Kec. Kie,Kab. Timor Tengah Selatan,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/977A9E8C-3E26-4965-BEB6-42B5FD013452
69924708,KB ENGGAL PERMATA,KB,SWASTA,JL. SIMPANG ARJUNA RT. 50  RW. 12 DUKUH ...,Donowarih Kec. Karangploso,Kab. Malang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD9D006F-D6BF-44DB-BD5C-42B72C9AA402
