NPSN,Name,Level,Status,Location,Subdistrict,City,Province,Link
69915839,KELOMPOK BERMAIN PERTIWI CERIA,KB,SWASTA,RT 03 RW 02 CIKAWUNG,Cikawung Kec. Pekuncen,Kab. Banyumas,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F6D6649-9706-4331-AA77-508226B607FC
69949123,Paud Imanuel Oeine,KB,SWASTA,lidor,Lidor Kec. Rote Barat Laut,Kab. Rote-Ndao,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/619561F6-206B-4972-9019-50825E39F3C6
69769172,KB DAHLIA CERIA,KB,SWASTA,KP. PISANGAN RT.04/01,Kayu Agung Kec. Sepatan,Kab. Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F9E8042-3C19-427E-964C-5082B98A714E
70008233,PAUD BINA BANGSA,KB,SWASTA,-,Teupin Gapeuh Kec. Tanah Pasir,Kab. Aceh Utara,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6756ADC-4ACE-420C-B04A-5084542A9997
69831393,KB NOTESIA,KB,SWASTA,Sungai Janih,CAMPAGO Kec. V Koto Kampung Dalam,Kab. Padang Pariaman,Sumatera Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CACA40C-CC4F-46C2-95C1-508641F02542
69765130,KB NURUL ULUM,KB,SWASTA,Jl. Raya Gantrung,Sidorejo Kec. Kebonsari,Kab. Madiun,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37AA2C3B-5663-4794-95D2-50872A4B7150
69964723,KB MELATI,KB,SWASTA,Kp. Babakan RT 03 RW 08,MEKARRAYA Kec. Kersamanah,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/990CC52B-B4AE-453A-A4FE-50874DE5C25F
69869131,KB KUNCUP HARAPAN,KB,SWASTA,KP TAPOS RT 03 RW 02,SELAWANGI Kec. Tanjung Sari,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D51848D-41FA-4FD0-B1F0-5087EB35FFD5
69818694,KB MISI ST. LAURENSIUS,KB,SWASTA,TAKER,PRUDA Kec. Waiblama,Kab. Sikka,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54E838D4-8A1F-4A60-A020-5087FEBE8734
69917888,PAUD UJUNG TANJUNG TULUNG SELAPAN,KB,SWASTA,Ds. Ujung Tanjung,Ujung Tanjung Kec. Tulung Selapan,Kab. Ogan Komering Ilir,Sumatera Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A03FF8F-F76C-4C4B-A0EB-50880540C48F
70029007,KB BOVON KERIHUN,KB,SWASTA,Jl. Hata Isang Dusun Tanjung Lokang,TANJUNG LOKANG Kec. Putussibau Selatan,Kab. Kapuas Hulu,Kalimantan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F07C617-BCBB-476A-9FDA-508873007598
69812019,AL-MALIK,KB,SWASTA,Kh. Muh Nur,Mattiro Langi Kec. Liukang Tapabbiring,Kab. Pangkajene Kepulauan,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47588FCB-2FAF-467A-930C-50890C29E27C
69808914,KB NURUL HIDAYAH,KB,SWASTA,Kp. Parung Lesang RT.004/005,Pasirranji Kec. Cikarang Pusat,Kab. Bekasi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3A42BB8-EB04-479D-8E3F-50896E06373C
69803558,KB GRACE KIDS,KB,SWASTA,Pokok Mangga Kantor Desa,Pasar Melintang Kec. Lubuk Pakam,Kab. Deli Serdang,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD6107FD-9741-4105-B29B-5089A6B71F42
69906444,KB ISLAM TERPADU PERSIS,KB,SWASTA,JL. S. OGOMOJOLO NO.4B,Kelurahan Nunu Kec. Tatanga,Kota Palu,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0165D9B-F80C-4346-B243-508B42491868
69929878,PAUD MATAHARI,KB,SWASTA,"Jln Raya Puncak Km 77,5 Kp. Leuwimalang",Leuwimalang Kec. Cisarua,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38BB97A0-18D0-48CE-8886-508C83DCDA61
69996110,PAUD MAHAD ISLAMY,KB,SWASTA,JL. SOEKARNO HATTA N0. 20,PADANGTONGAH BALAINANDUO Kec. Payakumbuh Barat,Kota Payakumbuh,Sumatera Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20573A8D-D394-49E6-9211-508E6D31B968
69988149,KB PAUD OENAM,KB,SWASTA,DESA OBESI KEC MOLLO UTARA,Obesi Kec. Mollo Utara,Kab. Timor Tengah Selatan,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7697B7B-2248-4323-9E26-5090390FDE29
69975001,KB Jannah,KB,SWASTA,Jl. H. Hasan Basri No. 27,Barabai Selatan Kec. Barabai,Kab. Hulu Sungai Tengah,Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE841B24-F483-4366-A1D2-509147CCD021
69816858,KB DIPONEGORO,KB,SWASTA,JL.SUKODONO NO 1,Keboansikep Kec. Gedangan,Kab. Sidoarjo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28902D6C-27D7-4D08-90EA-509223B6D5CC
70001115,KB CAHAYA QURANI,KB,SWASTA,Perum Taman Buah 2 Kutabumi Blok BD 6/6 ...,Kuta Bumi Kec. Pasar Kemis,Kab. Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFCB8BBF-567B-4B89-9C26-50952E7F6773
69762174,KB CIPTA CENDIKIA BANGSA,KB,SWASTA,JL. SIMPONI RAYA NO. 51 RT. 02/03 NO. 51...,Cipondoh Kec. Cipondoh,Kota Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/174F191E-334A-4050-BAB5-50954A48057F
69815754,KB MUTIARA HATI,KB,SWASTA,WAUNG,Waung Kec. Boyolangu,Kab. Tulungagung,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/281B031E-9462-4332-9C9E-5095CA23AF7A
69923044,Paud St Yoseph Frainademetz,KB,SWASTA,Golo Kilit,GOLO WANGKUNG BARAT Kec. Sambi Rampas,Kab. Manggarai Timur,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B85D256-188A-4A3B-BB36-5098137C797D
69775025,ASH-SYIFA,KB,SWASTA,TANJUNG LENGGANG,Tanjung Lenggang Kec. Bohorok,Kab. Langkat,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F95F2418-7B21-4782-B709-509850E8325E
69989261,PG AL-ISHLAH,KB,SWASTA,Jl. Raya Bungkal-Ngrayun KM. 1,Kalisat Kec. Bungkal,Kab. Ponorogo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FD7ACEE-5B5F-450E-ABF2-50995911260D
69908045,KB PKK TUNAS HARAPAN,KB,SWASTA,Ds. Menturus,Menturus Kec. Kudu,Kab. Jombang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5198C134-50C2-48BD-8AD3-509BC51FD68E
69869512,KB NURUL FALAH,KB,SWASTA,Jln.Tirta Sanita Gn. Kapur Kp. Kandang R...,Cogreg Kec. Parung,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1736009-4CFD-48AD-9827-509CB3F2EB12
69874726,KB TARBIYATUL AULAD,KB,SWASTA,DESA WEDANI,Wedani Kec. Cerme,Kab. Gresik,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DF10E39-C4BE-4387-8C5F-509D0E2D914F
69823619,KB MELATI,KB,SWASTA,PANARUBAN RT. 02 RW. 02,Bunijaya Kec. Pagelaran,Kab. Cianjur,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59F896C4-5C49-4D9C-8FE0-509E198CBCD2
69916002,PAUD ZAM ZAM SIMA,KB,SWASTA,"JL. BINJAI KM 16,5 AMAN DAMAI",Sei Semayang Kec. Sunggal,Kab. Deli Serdang,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3831C086-7522-480A-8950-509E7E1B6B0A
69780022,KELOMPOK BERMAIN MASYITHOH,KB,SWASTA,BRENGKELAN RT 01 RW 06 PURWOREJO,PURWOREJO Kec. Purworejo,Kab. Purworejo,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A27E3FF2-C89C-49D2-A22A-50A0508708DA
69891233,KB AR ROUDHOH,KB,SWASTA,Desa Karanggondang RT. 07 RW. 02,Karanggondang Kec. Mlonggo,Kab. Jepara,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1458E858-64A6-475B-94EF-50A16402649B
69878393,KB SUCI LAKSANA KUNTI,KB,SWASTA,"Jl. I Gusti Ngurah Rai, Br. Petang Dalem",Petang Kec. Petang,Kab. Badung,Bali,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10EE03C3-D567-493D-BD9F-50A1E95D2EA5
69877666,KB OAN HALITUKU,KB,SWASTA,TRANS HALITUKU,Naekasa Kec. Tasifeto Barat,Kab. Belu,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E56F9CED-2372-4E0B-8956-50A23EDFC50D
69896351,KB AZZA LESTARI KEPUK BANGSRI,KB,SWASTA,Desa Kepuk RT. 01 RW. 03,Kepuk Kec. Bangsri,Kab. Jepara,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AD30A62-38CC-40F0-8F95-50A304A96851
70001896,KB ANUGERAH MANGROVE,KB,SWASTA,KB ANUGERAH MANGROVE,Tongke-Tongke Kec. Sinjai Timur,Kab. Sinjai,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE3176C5-5F17-4346-8592-50A5717319CE
69961532,KB PUSPITA MANDIRI,KB,SWASTA,Kp. Cangkudu Rt. 07/03 Ds. Cangkudu,Cangkudu Kec. Balaraja,Kab. Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CC4383B-6CE5-4132-B15E-50A68285DB20
69791917,KB SEHATI,KB,SWASTA,SIMPANG 3,Senamat Ulu Kec. Bathin III Ulu,Kab. Bungo,Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/321154C9-3742-4355-967D-50A7631F7EE5
69976800,KB ANNAJIYAH,KB,SWASTA,Cilolohan Tanjung Mulang Rt. 02 Rw. 07,Setiaratu Kec. Cibeureum,Kota Tasikmalaya,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A92F35F5-9B7C-402C-9C54-50A80D620C24
70015248,KB PULAU PANGERAN,KB,SWASTA,Jl. Keramat KI Batu RT. 002 / RW. 001 De...,BELIBAK Kec. Palmatak,Kab. Kepulauan Anambas,Kepulauan Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF8BD322-BCFC-4D28-B44A-50A85D328FFF
69899609,KB INSAN MUSTIKA,KB,SWASTA,JL PATI GABUS KM 01,Mustokoharjo Kec. Pati,Kab. Pati,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64D4EAA0-EF22-4EDE-9848-50A8718D0686
69875165,KB AL HIKMAH,KB,SWASTA,PLUWANG,Pasekan Kec. Ambarawa,Kab. Semarang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F5B0A7ED-7D20-4B6F-B594-50A8DCC0EA73
70000928,KB TUNAS MELATI,KB,SWASTA,Jl. Masjid Nurul Huda,Boto Kec. Semanding,Kab. Tuban,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17FC16E2-9524-499D-AC96-50A9559242C0
69932897,KB ANANDA 2,KB,SWASTA,Jl. Kaca Piring,Sukabumi Kec. Mayangan,Kota Probolinggo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CBD4897-0777-444C-94B8-50A97126D4AE
69827008,KOBER AL MASHOEM,KB,SWASTA,KP CIBODAS KAUM RT 04 RW 01,Banjarsari Kec. Bayongbong,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0135660-B55B-408C-A52A-50AA2AE5CA94
70007502,KB AL-MISBAH ,KB,SWASTA,Jl. Lanud Gorda Km.7 Kp.Siluman RT.012 R...,Gembor Kec. Binuang,Kab. Serang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B72AA46-D625-4FF4-9F0A-50AAC3663CC2
69888241,KB DAMAI LESTARI,KB,SWASTA,Jln Ainiba Raya No 23 RT 07,Nefonaek Kec. Kota Lama,Kota Kupang,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B949039-4189-427A-98C1-50AD74D1F378
69983907,KB NUR AIDA,KB,SWASTA,JL KOPRAL WAHAB RT 1 RW 2 KAMPUNG PADANG...,Padang Ratu Kec. Padang Ratu,Kab. Lampung Tengah,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FF9AFDB-1408-4B63-AEE9-50ADA4D05687
69914586,KB AQILA YASMIN,KB,SWASTA,Dk. Karangwuni Wetan,Dlimas Kec. Ceper,Kab. Klaten,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7240B73D-701A-4415-847C-50AEBC5F140B
69923716,PAUD RESTU BUNDA,KB,SWASTA,Dusun X Pinang Baris,INDRA YAMAN Kec. Talawi,Kab. Batubara,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B42C58B-6651-4866-8554-50AEE16A6DA4
69926919,KB AURA KECIL,KB,SWASTA,Desa Pamotan RT 06 RW 02,Pamotan Kec. Porong,Kab. Sidoarjo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C617EFCA-3141-4565-9C72-50AF8D4886C1
69858164,KB HARAPAN BARU,KB,SWASTA,Jl. Poros Giri Sako,Giri Sako Kec. Logas Tanah Darat,Kab. Kuantan Singingi,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAD1D040-AAFA-4E00-89F8-50AFF051544C
69970785,KB HARAPAN BUNDA,KB,SWASTA,JL. TRUMON SINGKIL BULOH SEUMA,Gampong Tengah Kec. Trumon,Kab. Aceh Selatan,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBD0DDC4-31B9-4C86-95D7-50B08CA3A459
69767665,KB SADA KARYA,KB,SWASTA,LETJEN JAMIN GINTING,SEMPAJAYA Kec. Berastagi,Kab. Karo,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/996E816B-EADC-4DE2-888C-50B19D22BFBB
69891404,KB CEMPAKA,KB,SWASTA,Sampang RT 002 RW 001,Sampang Kec. Karang Tengah,Kab. Demak,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/332A7354-93EC-4927-BBC7-50B3C1C81BD8
69946565,PAUD AN - NASHIR,KB,SWASTA,Jln. Raya Nyalaran Gg. VIII/29,Kolpajung Kec. Pamekasan,Kab. Pamekasan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A09D03D3-C08E-49D2-9BA6-50B403478D3F
69763182,KB DARUSSALAM,KB,SWASTA,JL. BOGOWONTO No. 103,Pakunden Kec. Sukorejo,Kota Blitar,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A773221-969D-432A-93BD-50B43A1B1830
69973550,KB PANTAI LESTARI,KB,SWASTA,DUSUN LABUHAN UJUNG RT. 03 RW. 02,Brang Kolong Kec. Plampang,Kab. Sumbawa,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D62B79A-037C-4864-A273-50B4AC4651D0
69813063,KB CENDEKIA,KB,SWASTA,Ketandan RT 82,Patalan Kec. Jetis,Kab. Bantul,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E27FA6E1-D48D-4BD4-8EB1-50B4B9570BD8
69776455,KOBER AL HIDAYAH,KB,SWASTA,DUSUN CIGOONG,SIRNABAYA Kec. Rajadesa,Kab. Ciamis,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9C018DB-0D93-4C4B-A97C-50B4D8BCC749
69966813,KB TERATAI,KB,SWASTA,Kp. Cijulang RT.02/04,Sukakarya Kec. Megamendung,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99AACB7F-E2A8-4D19-B261-50B54C72108B
69838985,KB ULUMISSYAR IYAH,KB,SWASTA,Desa Kaligede Kecamatan Senori,Kaligede Kec. Senori,Kab. Tuban,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BAE3D43-8EFE-4138-9B58-50B565FDE72A
69835196,KB IT ANAK SHOLEH,KB,SWASTA,Tambak Seklenting RT 02 RW 11,Wedung Kec. Wedung,Kab. Demak,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB252715-67E8-4D9E-B217-50B610CC7C7E
69913941,KB PERTIWI,KB,SWASTA,Desa Bobol,Bobol Kec. Sekar,Kab. Bojonegoro,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23643527-5A90-4C76-BA9E-50B75941B593
69862181,TPK TUNAS HARAPAN,KB,SWASTA,DUSUN TAKAROMBANG,KAROMBANG Kec. Bulo,Kab. Polewali Mandar,Sulawesi Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1114439-5A69-4FBE-8283-50B9FD7A193F
69852341,KB BINTANG CEMERLANG,KB,SWASTA,PURWONEGORO,Purwonegoro Kec. Purwanegara,Kab. Banjarnegara,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E008A913-E497-42C1-98B3-50BBABE33871
69893984,KB AN-NUR,KB,SWASTA,Jalan Provinsi KM. 191 Desa Angsana,Angsana Kec. Angsana,Kab. Tanah Bumbu,Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/891A0B20-5D81-4ACB-95C0-50BBB476FD86
69810482,KB. PINTAR MANDIRI,KB,SWASTA,MELETAN,Sawahan Kec. Ngemplak,Kab. Boyolali,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CED7E077-9CDF-4BB6-A3A6-50BBEC22161A
69793825,IMANUEL KABIR,KB,SWASTA,SIRLALANG,KABIR Kec. Pantar,Kab. Alor,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19094AC2-31A9-4254-BA92-50BDEC9B97C6
69772667,KB Raflesia,KB,SWASTA,Jln.Raya Desa Lubuk Belimbing I,Lubuk Belimbing I Kec. Sindang Beliti Ilir,Kab. Rejang Lebong,Bengkulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A9BCB54-E38E-49F0-891E-50BEE7B1C81F
69825934,THREE LITTLE ANGELS PRESCHOOL,KB,SWASTA,"MH. THAMRIN 137A, BUSINESS PARK, LIPPO C...",Cibatu Kec. Cikarang Selatan,Kab. Bekasi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0118DE54-A23C-4BAD-988C-50BF49B55AF9
70031737,KB ARHAMI,KB,SWASTA,"Jl. Tugusari, Gg. Perjuangan No. 127",Sisumut Kec. Kota Pinang,Kab. Labuhan Batu Selatan,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7DACF71-E9F5-4190-9BE9-50BF72580D32
70014278,KB ROUDLOTUL HASANAH	,KB,SWASTA,DS. KALEN,Kalen Kec. Kedungtuban,Kab. Blora,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB583E76-B387-4582-B8E0-50BFE58C7ABF
69985648,PAUD AL FAJAR,KB,SWASTA,Jl. Kamplas,Kistang Kec. Abung Barat,Kab. Lampung Utara,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD294A16-4FD8-44B9-83F8-50C100C9A343
69828009,PAUD PELANGI NUSANTARA,KB,SWASTA,GUDANG KOPI,Anyar Kec. Anyar,Kab. Serang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/484DC111-628C-4552-9400-50C30A21D941
69773743,KB MASYITOH GEMPOLMANIS,KB,SWASTA,Jl. Balai Desa No. 04 Gempolamanis,Gempolmanis Kec. Sambeng,Kab. Lamongan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2641D272-77B8-4ADA-9723-50C36A521A3A
69837257,KB TUNAS MANDIRI II,KB,SWASTA,Mojosari,Jetis Kec. Saptosari,Kab. Gunung Kidul,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E208A57-4122-40FC-9BB1-50C464A15B00
69872549,KOBER RAUDHATUL JANNAH,KB,SWASTA,Kp. Mande Rt. 01/04,Cipinang Kec. Cimaung,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1072024B-90BD-4021-9313-50C484F98E9A
69979356,KB DARUL ISLAM,KB,SWASTA,Dusun Timur,Srambah Kec. Proppo,Kab. Pamekasan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BF1E92C-56B3-4DAA-B4E2-50C4CAE1A2F8
69802105,PAUD INDAH MEKAR,KB,SWASTA,Jl. Inpres Bawah No.182,Mekar Jaya Kec. Tanjung Raja,Kab. Lampung Utara,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C870A9BB-AFA3-4C23-A82C-50C5A5CEC6E5
69841997,KB AHMAD DAHLAN,KB,SWASTA,Jabing,Sindangresmi Kec. Sindangresmi,Kab. Pandeglang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB2A84FE-B007-4832-BF1D-50C5C73DEE25
69914132,KB AL - AKBAR,KB,SWASTA,Dsn. JETIS Ds. MANCILAN,Mancilan Kec. Mojoagung,Kab. Jombang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49B9648F-C3F0-4186-9591-50C5DFC73EBC
69848683,KB DANIEL CREATIVE SCHOOL,KB,SWASTA,KALIMAS RAYA A 45,Panggung Kidul Kec. Semarang Utara,Kota Semarang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5047DE67-988C-44EC-A419-50C66005EA20
69967520,KB FORTUNA PRADIPTA,KB,SWASTA,JL. NELAYAN GG SEPAKAT RT.05/RW.05,Sri Meranti Kec. Rumbai,Kota Pekanbaru,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF040553-39CD-4500-BB9F-50C69FF0E245
70025717,KB TERPADU RENATA,KB,SWASTA,ARAWEA,Kerirea Kec. Nangapanda,Kab. Ende,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48D41A95-65DA-4C67-AEE1-50C6FEBB37E6
69984704,KB. PERMATA HARAPAN,KB,SWASTA,Jl. Kebun Dusun Jelemuk,Mekar Harapan Kec. Sungai Laur,Kab. Ketapang,Kalimantan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D14F672F-CF36-48C7-BADC-50C76BB55435
70003549,PAUD RAUDHATUL ANELI,KB,SWASTA,Jl. P. Tirtayasa Gg. Sukrama / Gg. H. Su...,CAMPANG RAYA Kec. Sukabumi,Kota Bandar Lampung,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6B2C8B3-8AFB-4069-BB73-50C79133D650
69831765,KB SUBULUS SALAM,KB,SWASTA,Kp. Babakan Loa,Sukatani Kec. Wanasalam,Kab. Lebak,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF62F58E-B92E-4138-B568-50C7CD3E7253
69982533,KB MIFTAHUL ILMI,KB,SWASTA,Kp. Babakan Caringin RT 03/08,Ciparay Kec. Ciparay,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7941527C-8D56-4F40-B3C4-50C867AFD740
69933207,KB KHODIJAH,KB,SWASTA,PERUM KEPUH ASRI,Kepuh Kec. Kertosono,Kab. Nganjuk,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFBBB38D-F3D4-4E1B-BA0B-50CA1917D472
69914938,KB SUNAN KALIJAGA,KB,SWASTA,RT 03/04 DESA JINGKANG KEC. AJIBARANG,Jingkang Kec. Ajibarang,Kab. Banyumas,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E582AB-A76F-4382-A4D8-50CA2B4F2841
69902755,KB BUNGA PADI,KB,SWASTA,Mampai Sari RT.01,Mampai Kec. Kapuas Murung,Kab. Kapuas,Kalimantan Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0938BADB-C87D-4F0D-B193-50CA7F1C24DC
69878764,KB KARTINI,KB,SWASTA,Desa Limbangan,Limbangan Kec. Karanganyar,Kab. Pekalongan,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DBCB486-3C96-4F66-AF40-50CB6EDD555D
69807215,PAUD IK Nurul Qur an,KB,SWASTA,Soekarno Hatta No.4,Meunasah Manyet Kec. Ingin Jaya,Kab. Aceh Besar,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9CEEB270-D6C5-4351-91E7-50CC28FF5093
69869597,KB ANUGRAH,KB,SWASTA,KP. CIGAOK RT. 04 RW. 14,WARGAJAYA Kec. Cigudeg,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A00206F-3996-48B9-8784-50CCB52976E4
69777106,KB HIMMATANA,KB,SWASTA,RT.16 RW.05,Sumberingin Kec. Karangan,Kab. Trenggalek,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B2198BD-A06D-4843-8FC0-50CD1E9A5F03
69920687,PAUD JAMBU,KB,SWASTA,Jl. Sutan Merdeka No.23 Campur Sari,Kotabumi Tengah Kec. Kotabumi,Kab. Lampung Utara,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAB5FCD1-1FF0-4ED9-8D35-50CD63E15EFA
69899356,HOSANA RAEAWU,KB,SWASTA,PEDARRO,Pedarro Kec. Hawu Mehara,Kab. Sabu Raijua,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48F4B808-7EB9-40C5-A09B-50CD897C89A3
69820579,KB HARAPAN BAHAGIA,KB,SWASTA,Bojong RT 001,Wonolelo Kec. Pleret,Kab. Bantul,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8F46F61-2B96-4A06-986F-50CDC0713A49
69797817,KB TUNAS CERIA,KB,SWASTA,JL. GEREJA RT. 10,Jelarai Selor Kec. Tanjung Selor,Kab. Bulungan,Kalimantan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF8C8B77-319C-4392-BA93-50CE701DCE89
