NPSN,Name,Level,Status,Location,Subdistrict,City,Province,Link
69905321,KB CAHAYA CEMERLANG 2,KB,SWASTA,Kepuh RT. 002 RW. 001,Bulu Kec. Polokarto,Kab. Sukoharjo,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C57A527-8D54-4387-8E72-072CF1D01FBB
69962812,KB BETHEL,KB,SWASTA,"Jl. P. Sidempuan Ruko NBC Belakang No.1,...",Sarudik Kec. Sarudik,Kab. Tapanuli Tengah,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A2504CD-09A9-443E-ADCE-072E746CF583
69979895,KB.AZ ZAHRA,KB,SWASTA,JL.SEI NGINGITAN RT.09 N0.02,Mamburungan Timur Kec. Tarakan Timur,Kota Tarakan,Kalimantan Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7314242-41E8-47D6-897E-072F3A2E328B
69876258,KB DHARMA BAKTI,KB,SWASTA,JORONG SAIYO,TARATAK TINGGI Kec. Timpeh,Kab. Dharmasraya,Sumatera Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C51D33A-D6DD-4AFA-AD76-0730035DEE32
69915564,KB NURUL FATHONAH,KB,SWASTA,RT 01 RW 06 KRAJAN,Krajan Kec. Pekuncen,Kab. Banyumas,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27161135-7665-4462-BDE5-0731E6DBAAAB
69996106,KB Ceria,KB,SWASTA,"Loha, Dusun Handeng, RT/RW. 001/001",Loha Kec. Pacar,Kab. Manggarai Barat,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B765E37B-5126-4DAC-9DC9-0732C436827D
69817801,KB AL - FATAH,KB,SWASTA,Jl. Pameuntasan Rt. 02 / 08,Pameuntasan Kec. Kutawaringin,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12C3A0D7-48E3-4C41-8024-0732C4B80BEC
69785375,KB. SINAR INSAN BAHARI,KB,SWASTA,Jln. Pondok Cituis Indah Blok D3 No. 45-...,Surya Bahari Kec. Pakuhaji,Kab. Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B625C4E6-40D5-4ACC-BA8D-07345413F3A3
69761148,KB. DARUL JANNAH,KB,SWASTA,WISATA IJEN RT 18 RW05,Gununganyar Kec. Tapen,Kab. Bondowoso,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4888F026-AEEC-4759-98BE-0734D7C29F6F
69837196,KB MUTIARA HATI,KB,SWASTA,TRASIH,Giriasih Kec. Purwosari,Kab. Gunung Kidul,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81947790-739E-4F7F-9105-0735CB4AF64B
69807880,KB. THOLABUL HIKMAH,KB,SWASTA,JALAN MALUKU NO.7 RT. 01 RW. 03,Cibelok Kec. Taman,Kab. Pemalang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3FE80784-8019-4E52-9636-0736A6AD96B6
69939946,KB SEKANTI,KB,SWASTA,"DESA NAPAL MELINTANG, LIMUN, SAROLANGUN,...",Napal Melintang Kec. Limun,Kab. Sarolangun,Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F70E7948-1372-48FD-9761-073756650B17
69795237,KB.AL-IKHLAS,KB,SWASTA,KAMPUNG NYANKRENG,ARJASA Kec. Arjasa,Kab. Sumenep,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1D5249C-707D-4537-90DA-07383B7818F5
69893207,PAUD HARAPAN NANGGROE,KB,SWASTA,Gp. Blang Baro Kec. Bandar Baru Kab. Pid...,Mns Blang Baro Kec. Bandar Baru,Kab. Pidie Jaya,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67BDB522-912C-4882-97FF-073865BB48F1
69816473,KB TAMAN PENDIDIKAN ISLAM,KB,SWASTA,JALAN PESANTREN 176,Porong Kec. Porong,Kab. Sidoarjo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB5D94C9-5DEE-4B59-A50C-07391444A448
69873044,KOBER  BHAKTI BUNDA,KB,SWASTA,Jl. Pasirluhur Rt. 01 / 11,Padasuka Kec. Cimenyan,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF7ACCDA-E0C0-437F-8411-0739423FD1E1
69922448,KB TARBIYATUL MUBTADI,KB,SWASTA,DESA DANYANGMULYO,Danyangmulyo Kec. Winong,Kab. Pati,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/451D437C-D969-4764-AA57-073A60F07940
20576426,KB AL HIDAYAH I,KB,SWASTA,"Jl. Diponegoro Gempol Garut, Menganto",Menganto Kec. Mojowarno,Kab. Jombang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/793700DF-BBC4-441C-BD63-073B6EE524F4
69954467,PAUD LILA KUMARA,KB,SWASTA,DUSUN MAKARTI RT 6  RW 3 DESA TOLO OI,Tolo Oi Kec. Tarano,Kab. Sumbawa,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A98F607A-9B40-4520-9699-073D6DBC6435
69877741,KB ST.ARNOLDUS ,KB,SWASTA,KEWAR TAS,KEWAR Kec. Lamakmen,Kab. Belu,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B487897-EE54-4C80-A85C-073ECF93F5B4
69767658,KB SADA PERARIH,KB,SWASTA,KABAN,KABAN Kec. Kabanjahe,Kab. Karo,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CBADBE5-D7F1-4154-9647-073FB9944289
69782956,KB AL-FATHONAH,KB,SWASTA,CIRANGKONG,CIWARU Kec. Ciemas,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A14FF2E0-F75C-46C5-B333-0740430BB1DA
69809380,KB KARTINI,KB,SWASTA,KAMPUNG BARU RT 02 BENDUNGAN KEDAWUNG SR...,Bendungan Kec. Kedawung,Kab. Sragen,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC3512E3-61AA-4B84-9ECA-0741E5DBC895
69952879,PAUD AL UNAYYAH,KB,SWASTA,Kp. Jemblung RT.03/02,Sukagalih Kec. Jonggol,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E27E5BF-2968-44EC-AFB3-0744EADD3164
69869033,KB AL-FALAH,KB,SWASTA,KP. BELENDUNG RT. 01/05,Sukamahi Kec. Megamendung,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22839BEE-3988-43AF-8EFC-07466315AC6F
69824611,KB BUAH HATI BUNDA,KB,SWASTA,JORONG TANJUNG BUNGA,Nagari Ganggo Hilia Kec. Bonjol,Kab. Pasaman,Sumatera Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20C6F8A1-7A24-4742-9FB1-07495AFD7212
69782553,KB ASYSYAFIIYAH,KB,SWASTA,PANGKALAN RT.08/03,MEKARJAYA Kec. Caringin,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F63B653E-6FD3-432A-8B73-074B447465DA
70008318,PAUD MIFTAHUL JANNAH,KB,SWASTA,Dusun Taman,Ragung Kec. Pangarengan,Kab. Sampang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B63942D1-289F-4448-B740-074B669191BF
69866758,KB ASSALAM,KB,SWASTA,KP. SINDANGSARI RT. 001/002,Nangewer Kec. Darangdan,Kab. Purwakarta,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14E92DD4-FEFB-476D-A94D-074BA285F7BD
69833301,KB MUTIARA BUNDA,KB,SWASTA,JALAN TERUBUK DUSUN TUA,BANTAN AIR Kec. Bantan,Kab. Bengkalis,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E22E039D-EBF4-4C16-B3DE-074C10511403
69761416,KB. MEKAR SARI,KB,SWASTA,KARANG SENGON RT. 02 RW. 01,KALIGEDANG Kec. Ijen,Kab. Bondowoso,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBE42F14-EE38-4B61-8FFB-074C46C72EB4
69863100,MELATI II,KB,SWASTA,Dusun III Kalitabu,Sukacari Kec. Batanghari Nuban,Kab. Lampung Timur,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4F0384E-3DE7-4445-A091-074D0D46CB9F
69771558,KB MEKAR INDAH,KB,SWASTA,JL. POROS WASEKI INDAH,WASEKI INDAH Kec. Prafi,Kab. Manokwari,Papua Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6EC4011B-FCC0-40EF-86AD-074E43BFCF50
69864525,KB PUTRA DHARMA WANITA,KB,SWASTA,Jl. Raya Nglames No. 115,Nglames Kec. Madiun,Kab. Madiun,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BE36F87-01C8-464A-A2ED-074F0DA8A535
69857343,KB ASH-SHOBUNIYYAH,KB,SWASTA,SUMUR SANTRI NO 04,LOYANG Kec. Cikedung,Kab. Indramayu,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50830EB0-33C0-42A1-8961-074F28152224
69858729,KB ORADA,KB,SWASTA,Desa Simandraolo – Gunungsitoli,SIMANDRAOLO Kec. Gunungsitoli,Kota Gunungsitoli,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/78E26990-C45D-44A8-B16A-0750401161F9
69925496,KB KARYA MUKTI,KB,SWASTA,"Jl. Pelajar, Karya Mukti",Karya Mukti Kec. Rimba Melintang,Kab. Rokan Hilir,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6144ECD7-2907-4937-8702-075340A0C221
69814577,KB AL-IHSAN MUSLIMAT NU,KB,SWASTA,BANGUN SARI,BELIMBING RAYA Kec. Murung Pudak,Kab. Tabalong,Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53B95497-78FE-4925-AA86-07542D26380D
69918099,PAUD DWIKA NANDA,KB,SWASTA,DUSUN I DESA PEMATANG BIARA,Pematang Biara Kec. Pantai Labu,Kab. Deli Serdang,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E54AF228-CF07-46BB-833F-075467257CF3
69805494,KB PRIMA PERTIWI,KB,SWASTA,SIBUHUAN -HAPUNG,Sayur Mahincat Kec. Barumun Selatan,Kab. Padang Lawas,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64CBBCD3-7FF6-4D8D-93EF-0754A11DBC04
69949850,KB JOYFUL KINDERGARTEN,KB,SWASTA,JALAN DEWI SARTIKA NO 11 PONTIANAK SELAT...,Benua Melayu Darat Kec. Pontianak Selatan,Kota Pontianak,Kalimantan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5646CA1B-5285-4B0F-9FE6-0757B402098C
20576220,KB AL - IKLHAS,KB,SWASTA,DS. JATIREJO,Jatirejo Kec. Diwek,Kab. Jombang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2E57E4D-5902-4B97-A9B8-07583388C111
70002233,KB AL-IHSAN,KB,SWASTA,"RT 004/RW 004, Dsn. Ploso Kerep",Kuniran Kec. Sine,Kab. Ngawi,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4A9D30D-51BF-4B08-9F19-07586117C5D9
69856452,KB AL-ATHFAL,KB,SWASTA,DUKUHBANGSA,Dukuhbangsa Kec. Jatinegara,Kab. Tegal,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C06C347-7E70-4555-9E2D-07594735D007
69896606,KB KRANGAN TASI,KB,SWASTA,Desa Menyumbung,Menyumbung Kec. Hulu Sungai,Kab. Ketapang,Kalimantan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE594580-0C8B-487F-AE29-07594A78C6FB
69859309,PAUD LA TAZAN,KB,SWASTA,JL.IKAS,KARYA JAYA Kec. Rambutan,Kota Tebing Tinggi,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FC96FC9-1E0F-49FB-B97A-0759DB2E44F9
69892295,KB ALHAMDULILLAH,KB,SWASTA,"Jl Telaga Warna, Panjang Baru RT 02 RW 0...",Gelangan Kec. Magelang Tengah,Kota Magelang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D262693-35E6-46AD-BF88-075A5E67EAD1
69874469,KB AR RASYID,KB,SWASTA,Grecol RT 1 RW 2,Grecol Kec. Kalimanah,Kab. Purbalingga,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D9E4D87-5C23-4602-BC03-075B8BEE86EC
69847408,KB ASOKA,KB,SWASTA,Jl. Lamuda Awatanae Desa Kalola,Kalola Kec. Maniang Pajo,Kab. Wajo,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DB7D915-9EA1-40D3-ABC1-075D250ABDC5
69953109,PAUD Permata Hati,KB,SWASTA,Jln.Raya Simpang Empat Tanjung Tanah,Simpang Empat Kec. Danau Kerinci,Kab. Kerinci,Jambi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7D444B6-66AA-4F0C-BFEE-075DD645ED3D
69777346,KB ABC LAND,KB,SWASTA,BASUKI RAHMAT T.GADING B 27 TEGAL BESAR,Tegal Besar Kec. Kaliwates,Kab. Jember,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8BB76A84-37A7-452D-8FB5-075E473EEC04
69726771,KB ULIL ALBAB,KB,SWASTA,JL. HM SUNAN RT. 3 RW. 2,Penarukan Kec. Kepanjen,Kab. Malang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DFC855D-5C81-4CCE-A287-075EAD42B03A
69839833,KB TUNAS MULIA,KB,SWASTA,NGROJO,KEMBANG Kec. Nanggulan,Kab. Kulon Progo,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7F259DD-509B-4C26-96EE-075EF5133645
69794144,KB. AL-ARIEF,KB,SWASTA,JL. RAYA SITUBONDO,PRAJEKAN KIDUL Kec. Prajekan,Kab. Bondowoso,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/780FFD0F-6CEF-4DEF-B8F2-075FAF2297A4
69871862,KB KUNCUP MELATI,KB,SWASTA,NGADIGUNUNG,TUKSARI Kec. Kledung,Kab. Temanggung,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD2E2121-4473-44EB-A64E-07600538C85F
69923288,PAUD AT-TAUHID,KB,SWASTA,Perum Ambar Bogor Regency RT.01/08,Nagrak Kec. Sukaraja,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D3510FC-D42A-4EE9-8C5A-07603EF1013A
69968066,KB AL-LESHA,KB,SWASTA,Kp. Pasirhuni,Pasirkadu Kec. Sukaresmi,Kab. Pandeglang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B7C44AD-6D52-4E7C-97D1-07631DBA6221
69877489,KB MARSUDI,KB,SWASTA,PENJALINAN,TAWANGSARI Kec. Teras,Kab. Boyolali,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9E3E987-C13C-4428-95DB-076369BBEEE0
69867797,KB CITRA,KB,SWASTA,"Dusun III Tilayo, Hutamonu",Hutamonu Kec. Botumoito,Kab. Boalemo,Gorontalo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4204B33-09DB-45CD-A109-0764A9C39872
