NPSN,Name,Level,Status,Location,Subdistrict,City,Province,Link
69841642,KB Annisa Almuhajirin,KB,SWASTA,Jln. Raya Eltari Km 4 Kefamenanu,Maubeli Kec. Kota Kefamenanu,Kab. Timor Tengah Utara,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D5D9CB7-1704-49E6-8BB4-154674A9DD92
70011276,KB AL-IKHLAS,KB,SWASTA,DESA DORIDUNGGA,Doridungga Kec. Donggo,Kab. Bima,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D3AEBF7-E9C6-4622-BEEC-1546BFFB6B42
69793616,SARTIKA JAYA,KB,SWASTA,CEMPAKA,LUWOO Kec. Telaga Jaya,Kab. Gorontalo,Gorontalo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C5E1637-FA16-4BC1-A809-1546D24921E4
69952188,KB BINA MANDIRI,KB,SWASTA,Jln. Ki Hajar Dewantoro No 08 Brongkos R...,Siraman Kec. Kesamben,Kab. Blitar,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEEB0149-76A8-40E9-9DC9-1546ED2C80A8
69915669,KB KREATIF,KB,SWASTA,JL. TOMBOLOTUTU LR. PAKORA II,Kelurahan Talise Kec. Mantikulore,Kota Palu,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71327101-B60C-4397-8B82-15479633853C
69882564,KB SATIDA,KB,SWASTA,BANUAREA,BANUAREA Kec. Pakkat,Kab. Humbang Hasudutan,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6E045C6-3E62-4CB7-9B89-15479A0F2BDA
69857225,KB PAUD BUNGA SAKURA,KB,SWASTA,ANANTA RAYA NO FG 13 RT 011/02,SEMPER BARAT Kec. Cilincing,Kota Jakarta Utara,D.K.I. Jakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A329204-360E-40B0-ACFF-15487B209571
69784544,KB TUNAS BARU,KB,SWASTA,JL.PERTAMINA DESA TANJUNG TIGA,Tanjung Tiga Kec. Belida Darat,Kab. Muara Enim,Sumatera Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60B96357-02F0-45D8-9096-15489910F331
69889905,KB YULOFA,KB,SWASTA,KP. NANGGERANG,Haurgajrug Kec. Cipanas,Kab. Lebak,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA00373C-2C10-471B-A16A-1548A9D6B205
69844307,KB BUSTANUL ATHFAL AISYIYAH,KB,SWASTA,DUSUN V KAMPUNG BARU,Sei Rakyat Kec. Panai Tengah,Kab. Labuhan Batu,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC91E2B7-2583-4DC5-B6D1-154C1C9DC27D
69923653,PAUD CAHAYA BUNDA,KB,SWASTA,KEBONAN RT 04 RW 02,Randugunting Kec. Bergas,Kab. Semarang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CE491C9-84CA-4831-9DE1-154D09880ECD
69986770,EFATA TILON,KB,SWASTA,RT.08 RW.04 DUSUN II,Bokong Kec. Taebenu,Kab. Kupang,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAB47859-28D4-4931-9663-154D21A4A2B6
69781201,KB KANAAN NUSANTARA,KB,SWASTA,JL. KYAI SONO NO 2 GENUK,Genuk Kec. Ungaran Barat,Kab. Semarang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CA2C268-F948-41C9-A463-154D2D5C46E4
69965681,KB MOKOPIDO,KB,SWASTA,JL. TRANS SULAWESI,Sibaluton Kec. Basidondo,Kab. Tolitoli,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/276F94C0-620D-404F-8D1B-154D56AE614D
69939889,KB RANTE MARIO,KB,SWASTA,BUTTU ADA,Buttu Ada Kec. Bonehau,Kab. Mamuju,Sulawesi Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDF78115-84E5-429D-95E0-154DB20674FB
69992788,KB PAUD HALELUYAH KOLBANO,KB,SWASTA,DESA KOLBANO KEC KOLBANO,Kolbano Kec. Kolbano,Kab. Timor Tengah Selatan,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73C245A8-FEAB-4C4E-A6EF-154E0C3A1C4F
69796052,KB HARAPAN BUNDA,KB,SWASTA,Pakapasan Hilir,Pakapasan Hilir Kec. Hantara,Kab. Kuningan,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F6BBFED-0CDA-448B-91B2-154F0E43675A
69862861,KB MAWAR,KB,SWASTA,SELOREJO,Selo Rejo Kec. Batanghari,Kab. Lampung Timur,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA02133B-1D55-4EF4-A8B1-154F3B8FCF65
70012746,KB SINGKAM JULU,KB,SWASTA,Singkam  Julu,Lumban Rau Utara Kec. Nassau,Kab. Toba,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3984E6E8-8A23-4641-8B7A-1550222DECE9
69844179,PAUD Vidia,KB,SWASTA,Dusun Samada,DOROPETI Kec. Pekat,Kab. Dompu,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3489C2F5-4CC1-4E78-A72C-1551897003DC
69906800,PAUD BUNDA SYIFA,KB,SWASTA,PERUM TAMAN NURI BLOK NA. 7 NO. 15 RT. 0...,Sindang Sari Kec. Pasar Kemis,Kab. Tangerang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8539849-9978-41F9-B315-1551AD4D6BC9
69965044,KB TUNAS PERTIWI,KB,SWASTA,KP. CIGERENTEL,Mekarwangi Kec. Cibalong,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29999D24-F46F-4514-BDC6-1551B73BBB4E
69893060,KB MANBA UL FALAH ,KB,SWASTA,DESA GERIT,Gerit Kec. Cluwak,Kab. Pati,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BD7EBD1-2BC5-42DF-9D05-15525AD18C97
69766125,KB PAUD LESTARI,KB,SWASTA,LINK. PANAKODAN,Cikerai Kec. Cibeber,Kota Cilegon,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EE8FB67-B17D-4A5D-97C2-155356AC9130
70002577,PAUD ANAK DAMAI,KB,SWASTA,Dusun Srumbung Gunung 1/1 Desa Poncoruso,Poncoruso Kec. Bawen,Kab. Semarang,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A7A1B5F-E720-433A-81B2-155372AD5C25
69963010,KB PERMATA BUNDA,KB,SWASTA,JL.PINTAU RT.001/RW.001,Semunai Kec. Pinggir,Kab. Bengkalis,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B66C2B4D-CE85-48BE-856D-1553B673F4F5
69932522,PAUD CITRA BANGSA,KB,SWASTA,RT.04 RW.02 OENAUNU,Oenaunu Kec. Amabi Oefeto Timur,Kab. Kupang,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/964329A2-CE9F-4BF3-9A1C-15544693E50F
69761984,KB DARUL HIKMAH,KB,SWASTA,"Dusun Jlopo, Desa Tebel, Kec. Bareng",Tebel Kec. Bareng,Kab. Jombang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22566CB6-5581-4817-BCA7-15545E637D01
69929977,KB AISYIYAH DEMPUL,KB,SWASTA,DEMPUL,Ngembat Padas Kec. Gemolong,Kab. Sragen,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E4FFD7B-2AAA-4B65-8F11-1554E20952BE
69970299,PAUD MADZARIJUL ULUM,KB,SWASTA,Jl. Veteran No.70 Dusun I,Ketapang Kec. Sungkai Selatan,Kab. Lampung Utara,Lampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17236D54-7E87-4633-832F-1555AD702F0E
70009184,KB TUNAS CERIA,KB,SWASTA,Jl. Ir. P. M. Noor,Rantau Bujur Kec. Aranio,Kab. Banjar,Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA4F7A15-F1FA-490A-A91C-1555D6EC700D
69909779,KB AL-AMIN,KB,SWASTA,Desa Kolo - Kolo,Kolo Kolo Kec. Arjasa,Kab. Sumenep,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/224B16F0-F223-403E-ABD3-1555E5B251D0
69826594,KB TAMBATAN BUNDA,KB,SWASTA,KP. PASIR EURIH,SUKAJAYA Kec. Cisewu,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E203C8F2-91B8-445C-85BD-15560D87A63B
69877699,KB TULAMALAE,KB,SWASTA,J.Z ANDRADA,TULAMALAE Kec. Atambua Barat,Kab. Belu,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46CC87C6-4AF8-436F-BE3A-15567F4F5DED
69872536,KB ATIKAN PURWA,KB,SWASTA,Kp. Cibodas Rt.03 / 05,Alamendah Kec. Rancabali,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B6B132D-0D5E-4BC5-AAF5-155882FB14D9
69900958,KB  BINARIA,KB,SWASTA,Dsn Krajan,Sawahan Kec. Donorojo,Kab. Pacitan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDA8F8A8-37D1-4009-87D2-15593DC3AD99
69823096,KB MUSLIMAT NU AL- HIKMAH,KB,SWASTA,PENDIDIKAN,Balungtawun Kec. Sukodadi,Kab. Lamongan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F05E8C82-37F5-4E23-BC10-1559F151FC45
69889969,KB AN - NISA,KB,SWASTA,KP. PASIR DEGUNG RT 02/01,Baros Kec. Warunggunung,Kab. Lebak,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86355C03-50D3-493D-B2D8-155AA743C504
69851745,KB ANYELIR,KB,SWASTA,Dusun Kaliwowo Desa Kedunggalar Kecamata...,Kedunggalar Kec. Kedunggalar,Kab. Ngawi,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A1321A9-52D5-4E65-A138-155B74E82636
70011975,KB Rumah Seru,KB,SWASTA,Jl. Pattimura Komp Balikpapan Lestari Bl...,Batu Ampar Kec. Balikpapan Utara,Kota Balikpapan,Kalimantan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F2546D4-C2AF-4FD4-BB29-155C000087F0
69818747,POS PAUD SANTO MICHAEL,KB,SWASTA,URU,ILINMEDO Kec. Waiblama,Kab. Sikka,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/055F2DE6-FDDA-4FEF-A041-155D1452476E
70028019,KB GASEH IBUNDA BERSAMA,KB,SWASTA,Jalan Jeuram - Takengon,Blang Mesjid Kec. Beutong,Kab. Nagan Raya,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB90E8E1-22F2-4229-8113-155D31AF7E65
69815776,KB Kartika,KB,SWASTA,"JL. RAYA SANGGRAHAN, DSN. SANGGRAHAN KID...",Sanggrahan Kec. Boyolangu,Kab. Tulungagung,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEEC7631-1690-4BDB-A4EF-155D4BEF5891
69841600,KB Melati Tuntun,KB,SWASTA,Jln. Tuntun,TUNTUN Kec. Miomafo Timur,Kab. Timor Tengah Utara,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D0EDABB-E142-4C11-A56D-155E4229F637
69868748,KB MAWAR,KB,SWASTA,KP. SINDANG BARU RT 02 RW 04,Ciasmara Kec. Pamijahan,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/105F735F-2C63-4B5C-9754-155F48ADA572
69933783,PAUD. BETLEHEM,KB,SWASTA,Kampung Amduy,Amduy Kec. Selat Sagawin,Kab. Raja Ampat,Papua Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C48C5383-0E74-42CF-BE11-155FE46656AA
69988602,KB PKK SUKORAME,KB,SWASTA,Dsn. Sukodadi RT 01 RW 03 Desa Sukorame,Sukorame Kec. Binangun,Kab. Blitar,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A716236D-A375-4C03-9552-156008918F5C
69798582,KB Uswatun Hasannah NU,KB,SWASTA,Kandai Dua,KANDAI DUA Kec. Woja,Kab. Dompu,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12EFB881-588C-472E-94D3-1560443D12DF
69840120,KB AN-NUR,KB,SWASTA,DANAU YAMUR NO. 1,SAWOJAJAR Kec. Kedungkandang,Kota Malang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10EC53FD-D090-4336-9D29-15606D128A37
69880713,KB NASDAPANSA,KB,SWASTA,KAMPUNG PANGIROLONG,PANGIROLONG Kec. Siau Timur Selatan,Kab. Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3134FB5E-3E15-4888-8F3A-1560F36D8D52
69827297,DAARUL HIKMAH,KB,SWASTA,KP. Nanggewer Rt. 01 Rw. 05,Cinta Kec. Karangtengah,Kab. Garut,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/978ACEC3-21F5-489E-8585-1561A912C83B
69868770,KB ASHIILA,KB,SWASTA,KP. PASAR JUMAT RT 01 RW 06,Cibitung Kulon Kec. Pamijahan,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E5FE6CA-34BD-4B83-AF6B-15623A5766BE
69932910,KB IKHWANUL MUSLIMIN,KB,SWASTA,Jl.Dk. Jerawat No.38 RT 05 RW 04,Babat Jerawat Kec. Pakal,Kota Surabaya,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7899DCC9-8AE5-4A07-B898-15626A7A8063
69890003,KB NURUL FALAH BANI HADI,KB,SWASTA,KAMANTREN,CIMENTENG JAYA Kec. Cibadak,Kab. Lebak,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8EE65C80-4B60-4CF2-BB49-1562930242AB
69868752,KB AL-BAYAN,KB,SWASTA,KP. LAPANGAN RT 03 RW 02,Ciasihan Kec. Pamijahan,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACC28EC4-116B-4DDA-8D73-1563CEE6E42B
70008396,KB DUTA ANAK,KB,SWASTA,"Jl. Intan Permai, Gg. Cendrawasih, Lingk...",Kerobokan Kelod Kec. Kuta Utara,Kab. Badung,Bali,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A65E8E6D-1FDC-4438-B0FE-156469C21832
69795051,KB.FASTABIQUL-KHAIROT,KB,SWASTA,JL.ASTA YUSUF GANG 03,TALANGO Kec. Talango,Kab. Sumenep,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35D0A8BC-B467-4368-B7C1-156517D0D086
69862723,KB ASSALAM,KB,SWASTA,DESA LUBUK AGUNG,IV KOTO SETINGKAI Kec. Kampar Kiri,Kab. Kampar,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25BC79D9-B37C-4C3D-B026-156555C72B67
69946593,PAUD SENGKANAUNG,KB,SWASTA,Desa Lobbo I,Lobbo I Kec. Beo Utara,Kab. Kepulauan Talaud,Sulawesi Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAFCA9A4-908F-429F-B8CD-15670E6EDEDF
69881087,KB AR-ROHMAN,KB,SWASTA,TERUSAN SERMA MUCHTAR,MARGAMUKTI Kec. Sumedang Utara,Kab. Sumedang,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/944E4AB3-73F4-4202-82E6-156859D599E5
69867046,KB NEGERI PELANGI,KB,SWASTA,MUTIARA CITRA ASRI K4,Sumorame Kec. Candi,Kab. Sidoarjo,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1775E9D-97B5-42A3-AC23-1568BF59F939
69920195,PAUD KASIH ANAK,KB,SWASTA,DESA AEK RAJA,Aek Raja Kec. Parmonangan,Kab. Tapanuli Utara,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4249D2E5-3CA0-4876-AEA7-15695801467A
69869009,ROUDHATUL ILMI,KB,SWASTA,GANDA MANAH RT.02/012,TUGU SELATAN Kec. Cisarua,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B365F36F-A8C5-47FD-97F0-15696161E3D1
69914999,PAUD Marzatillah,KB,SWASTA,Gampong Seuneubok Saboh Kec. Pantee Bida...,Seuneubok Saboh Kec. Pante Beudari,Kab. Aceh Timur,Aceh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/33296583-EF57-4320-B866-1569ADC88D09
69879658,KB AL-ILHAM,KB,SWASTA,PERUMAHAN MEKARSARI PERMAI RT.04/08,Mekarsari Kec. Cicurug,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFC2E8DF-F59F-4E57-AF41-156A83B010E6
69938044,PAUD ANAS JAYA,KB,SWASTA,"TONOM, DESA SKINU",Skinu Kec. Toianas,Kab. Timor Tengah Selatan,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A67EAEC2-9C49-46E0-A036-156AEF8E2251
69811175,KB SIPURENNU,KB,SWASTA,Dusun Carangki,Leko Pancing Kec. Tanralili,Kab. Maros,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47AA76C6-3CA3-4ECF-9A2B-156BC5ED0951
70010742,KB AL-AKRAM,KB,SWASTA,Kp. Rancagoong RT.003 RW.006,Rancagoong Kec. Cilaku,Kab. Cianjur,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD791E97-315D-4A0B-A48C-156BEFDE364C
69846260,KB HABIBUL UMMI II,KB,SWASTA,KOTO PANJANG,Taratak Kec. Sutera,Kab. Pesisir Selatan,Sumatera Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88F77493-5380-4336-99B3-156C6A1F13AF
69767863,KB TUNAS MUDA,KB,SWASTA,Desa Simpellu,Simpellu Kec. Pitumpanua,Kab. Wajo,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7138F0D0-D7FA-42CA-8691-156D0C95AFD5
69966755,KB CERIA,KB,SWASTA,DESA NELAYAN RT.03,Nelayan Kec. Sungai Tabukan,Kab. Hulu Sungai Utara,Kalimantan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82D9EE03-5ABE-44BE-85D4-156D4133BDE8
69858038,KB NURUL JAMIK,KB,SWASTA,Ki GEDE ING SURO,30 ILIR Kec. Ilir Barat II,Kota Palembang,Sumatera Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B88D96AD-73E8-4B68-B68C-156D8D0C8A35
69899968,KB MADANI,KB,SWASTA,Kp. Nusa Baru Rt. 04 / 15,Rancamanyar Kec. Baleendah,Kab. Bandung,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A20AC823-217B-4379-BEB8-156DFFFE75EA
69819242,KB SEHATI,KB,SWASTA,JL. SUPRAPTO DALAM RT. 08 RW. 06,BETUNGAN Kec. Selebar,Kota Bengkulu,Bengkulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B92D3880-D064-4079-BC0A-156E1E3750C9
69780195,KB SERUNI 2,KB,SWASTA,LIMUSNUNGGAL RT.11/04,Cijambe Kec. Cikidang,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF8713D5-1FF4-4CF4-8EA5-156E43395C35
69869332,KB A BA TA,KB,SWASTA,CIBINONG,CIBINONG Kec. Cibinong,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/471FBE3D-2D2D-46D7-85D7-15700245FB1C
69796776,KB. KASIH BUNDA,KB,SWASTA,JEND. SUDIRMAN,SUNGAI SELARI Kec. Bukit Batu,Kab. Bengkalis,Riau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/285433BE-6884-4F16-990D-1571218F1F38
69869438,KB CAHAYA,KB,SWASTA,JL. JAMPANG RT.002 RW.010,Kalisuren Kec. Tajurhalang,Kab. Bogor,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52BC3F0A-9CD7-41C8-AFA8-15717D04CB51
70029166,KB ANGGREK MATANGLI,KB,SWASTA,"Matangli, Lembang Leppan",Lembang Leppan Kec. Malimbong Balepe,Kab. Tana Toraja,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC5D3225-335F-42AC-AA60-1572557493EC
69900787,PAUD PERMATA HATI,KB,SWASTA,Desa Mensusai,Mensusai Kec. Suhaid,Kab. Kapuas Hulu,Kalimantan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53D2C2CD-38DA-4C68-B9AD-15733061D7A6
70014895,KB Sunsmile Kids Pantai Indak Kapuk,KB,SWASTA,Marina Raya Bukit Golf Mediterania Panta...,Kamal Muara Kec. Penjaringan,Kota Jakarta Utara,D.K.I. Jakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A36832F-3BE2-47D4-8753-1573FB3100E2
69905507,Paud Talitakum,KB,SWASTA,Desa Ranga- ranga Kec. Gane Timur Selata...,Ranga Ranga Kec. Gane Timur Selatan,Kab. Halmahera Selatan,Maluku Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6822B37-2372-4A95-8AA5-157421643D17
69907016,KB PAGER SARI INDAH,KB,SWASTA,RT 04 RW 07 DUSUN TEMPEL,Pakisbaru Kec. Nawangan,Kab. Pacitan,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD3CE3BB-8203-41EE-8CB9-15747376EDB1
69984922,KB DARUL ILMI SALUMPAKU,KB,SWASTA,Dusun I,Salumpaku Kec. Banawa Selatan,Kab. Donggala,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C51C5456-A9CC-49CB-A484-1574EA59804E
69817010,KB POINT,KB,SWASTA,"JL. TRUNTUM II NO. 4 RT 03/15, JANTIREJO",SONDAKAN Kec. Laweyan,Kota Surakarta,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7C7FA5A-4013-4316-8152-15768B1605FA
69822529,PAUD MIFTAHUL BAROKAH,KB,SWASTA,Jl. Babakan Sirna Benteng Brunai,Benteng Kec. Warudoyong,Kota Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/833931E3-E8AF-44D5-9462-15772B5F9010
69850336,KOBER NURUL HABIBI,KB,SWASTA,DSN SITUBATU,SURIAN Kec. Surian,Kab. Sumedang,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6575C1F-8196-490B-94F7-157795974036
69776194,AL-FAIZ,KB,SWASTA,MULTATULI,PEKAN KUALA Kec. Kuala,Kab. Langkat,Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E1FCBE9-72B9-4826-BE69-1577A11A55FF
69827934,PAUD ASSYIFA,KB,SWASTA,JL. Raya Baros-Petir KM. 4 Kp. Kadu mang...,Seuat Kec. Petir,Kab. Serang,Banten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC782F18-5293-4295-A9B3-1577A7478952
69923599,KB NURHIDAYAH,KB,SWASTA,Jl. Cemara Indah RT. 03,Sungai Damar Kec. Pantai Lunci,Kab. Sukamara,Kalimantan Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F9A0737-7C06-44EF-A2C5-15790607437F
69778850,KB SEKAR ARUM,KB,SWASTA,PASIR LOR,PASIR LOR Kec. Karanglewas,Kab. Banyumas,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/281076FC-3424-4CA6-8CDD-157933391CB4
69954799,KB INSAN MULIA,KB,SWASTA,Rt 09 Rw 05 Dusun Sukodono,Simojayan Kec. Ampelgading,Kab. Malang,Jawa Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9DF9405-DCF3-475C-94CA-1579C4C0BDF5
69923867,KB KASIH BUNDA,KB,SWASTA,JL. Trans Sulawesi Desa Mohoni,Mohoni Kec. Petasia Timur,Kab. Morowali Utara,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FC5D542-E502-4416-80CE-157C1F93271F
69775919,KB. MAPPEDECENG I,KB,SWASTA,JL. POROS BULU DUA TANJONGE,Mario Riaja Kec. Marioriwawo,Kab. Soppeng,Sulawesi Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E1C994-8040-4262-B75A-157C938AAB51
69840710,KB HARAPAN BUNDA,KB,SWASTA,KAMPUNG SATU,SUKANANTI Kec. Muaradua Kisam,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8192AD1F-4A2F-4552-A833-157C9A5C2A41
69879536,KB AL MUNAWAR,KB,SWASTA,"KP, CIGEMBONG RT. 014/004",BANTARSARI Kec. Pabuaran,Kab. Sukabumi,Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4A9B772-5EE6-4AEF-9BFC-157DFE5A897A
69812958,KB AL BAYAN,KB,SWASTA,"Teruman, Kresen RT 03",Bantul Kec. Bantul,Kab. Bantul,D.I. Yogyakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F39ADB9-E530-4500-A3ED-157EDA1E7003
70030609,KB BAJO KIDDY FUN HOUSE,KB,SWASTA,Lancang,Wae Kelambu Kec. Komodo,Kab. Manggarai Barat,Nusa Tenggara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE9FC6AC-2DC4-46B7-9B38-157F5535FC78
69949334,KB ANAK PERTIWI,KB,SWASTA,Jl. Pendidikan,Bengkoli Kec. Sojol Utara,Kab. Donggala,Sulawesi Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E866B450-CD9C-4F51-9465-1580A624D062
69984422,KB MUTIARA BUNDA,KB,SWASTA,Dusun Boresan,Balesari Kec. Bansari,Kab. Temanggung,Jawa Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/704AE725-4FD8-4DE0-8A5D-158154016543
70011877,KB AL AZKIYA,KB,SWASTA,Dusun Penjalin,Sigar Penjalin Kec. Tanjung,Kab. Lombok Utara,Nusa Tenggara Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59B9ED10-8179-48B9-B34C-1581E197AD17
